campaign,source_series,canonical_series,tag_type,raw_name,suggested_canonical,suggested_ko,suggested_ja,suggested_en,aliases,parent_series,subgroup_or_affiliation,source_url,evidence,confidence,action,issue_type,notes
BA_phase_A,Blue Archive,Blue Archive,character,이사미 카에데,勇美カエデ,이사미 카에데,勇美カエデ,Isami Kaede,"이사미 카에데,Isami Kaede",Blue Archive,백귀야행 연합학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 勇美=いさみ
BA_phase_A,Blue Archive,Blue Archive,character,치도리 미치루,千鳥ミチル,치도리 미치루,千鳥ミチル,Chidori Michiru,"치도리 미치루,Chidori Michiru",Blue Archive,백귀야행 연합학원,https://namu.wiki/w/치도리 미치루,"namu.wiki 검색에서 페이지 존재 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 千鳥=ちどり
BA_phase_A,Blue Archive,Blue Archive,character,오노 츠쿠요,大野ツクヨ,오노 츠쿠요,大野ツクヨ,Oono Tsukuyo,"오노 츠쿠요,Ono Tsukuyo",Blue Archive,백귀야행 연합학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,"2차 web 확인. 大野=おおの(Oono), KR에서 오노로 단순화"
BA_phase_A,Blue Archive,Blue Archive,character,쿠와카미 카호,桑上カホ,쿠와카미 카호,桑上カホ,Kuwakami Kaho,"쿠와카미 카호,Kuwakami Kaho",Blue Archive,백귀야행 연합학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 桑上=くわかみ
BA_phase_A,Blue Archive,Blue Archive,character,이케쿠라 마리나,池倉マリナ,이케쿠라 마리나,池倉マリナ,Ikekura Marina,"이케쿠라 마리나,Ikekura Marina",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 池倉=いけくら
BA_phase_A,Blue Archive,Blue Archive,character,아마미 노도카,天見ノドカ,아마미 노도카,天見ノドカ,Amami Nodoka,"아마미 노도카,Amami Nodoka",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 天見=あまみ
BA_phase_A,Blue Archive,Blue Archive,character,마요이 시구레,間宵シグレ,마요이 시구레,間宵シグレ,Mayoi Shigure,"마요이 시구레,Mayoi Shigure",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web 직접 확인(fandom/wiki). 間宵=まよい
BA_phase_A,Blue Archive,Blue Archive,character,야스모리 미노리,安守ミノリ,야스모리 미노리,安守ミノリ,Yasumori Minori,"야스모리 미노리,Yasumori Minori",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 安守=やすもり
BA_phase_A,Blue Archive,Blue Archive,character,히메키 메루,姫木メル,히메키 메루,姫木メル,Himeki Meru,"히메키 메루,Himeki Meru",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 姫木=ひめき
BA_phase_A,Blue Archive,Blue Archive,character,아키이즈미 모미지,秋泉モミジ,아키이즈미 모미지,秋泉モミジ,Akiizumi Momiji,"아키이즈미 모미지,Akiizumi Momiji",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 秋泉=あきいずみ
BA_phase_A,Blue Archive,Blue Archive,character,이즈미모토 에이미,和泉元エイミ,이즈미모토 에이미,和泉元エイミ,Izumimoto Eimi,"이즈미모토 에이미,Izumimoto Eimy,Izumimoto Amy",Blue Archive,밀레니엄 사이언스 스쿨,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web 직접 확인(fandom/wiki). 和泉元=いずみもと
BA_phase_A,Blue Archive,Blue Archive,character,토요미 코토리,豊見コトリ,토요미 코토리,豊見コトリ,Toyomi Kotori,"토요미 코토리,Toyomi Kotori",Blue Archive,밀레니엄 사이언스 스쿨,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 豊見=とよみ
BA_phase_A,Blue Archive,Blue Archive,character,무로카사 아카네,室笠アカネ,무로카사 아카네,室笠アカネ,Murokasa Akane,"무로카사 아카네,Murokasa Akane",Blue Archive,밀레니엄 사이언스 스쿨,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 室笠=むろかさ
BA_phase_A,Blue Archive,Blue Archive,character,오토하나 스미레,乙花スミレ,오토하나 스미레,乙花スミレ,Otohana Sumire,"오토하나 스미레,Otohana Sumire",Blue Archive,밀레니엄 사이언스 스쿨,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web 직접 확인(fandom/NamuWiki). 乙花=おとはな
BA_phase_A,Blue Archive,Blue Archive,character,야쿠시 사야,薬師サヤ,야쿠시 사야,薬師サヤ,Yakushi Saya,"야쿠시 사야,Yakushi Saya",Blue Archive,산해경 고급중학교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 薬師=やくし
BA_phase_A,Blue Archive,Blue Archive,character,아케시로 루미,朱城ルミ,아케시로 루미,朱城ルミ,Akeshiro Rumi,"아케시로 루미,Akeshiro Rumi",Blue Archive,산해경 고급중학교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,"2차 agent 확인. 朱城=あけしろ(朱=あけ,城=しろ)"
BA_phase_A,Blue Archive,Blue Archive,character,코노에 미나,近衛ミナ,코노에 미나,近衛ミナ,Konoe Mina,"코노에 미나,Konoe Mina",Blue Archive,산해경 고급중학교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 近衛=このえ
BA_phase_A,Blue Archive,Blue Archive,character,이마시노 미사키,戒野ミサキ,이마시노 미사키,戒野ミサキ,Imashino Misaki,"이마시노 미사키,Imasino Misaki",Blue Archive,아리우스 분교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web 직접 확인(fandom/wiki). 戒野=いましの
BA_phase_A,Blue Archive,Blue Archive,character,하카리 아츠코,秤アツコ,하카리 아츠코,秤アツコ,Hakari Atsuko,"하카리 아츠코,Hakari Atsuko",Blue Archive,아리우스 분교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 秤=はかり
BA_phase_A,Blue Archive,Blue Archive,character,츠치나가 히요리,槌永ヒヨリ,츠치나가 히요리,槌永ヒヨリ,Tsuchinaga Hiyori,"츠치나가 히요리,Tsuchinaga Hiyori",Blue Archive,아리우스 분교,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 槌永=つちなが
BA_phase_A,Blue Archive,Blue Archive,character,엔도우 시미코,円堂シミコ,엔도우 시미코,円堂シミコ,Endo Shimiko,"엔도우 시미코,Endou Shimiko",Blue Archive,트리니티 종합학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 円堂=えんどう
BA_phase_A,Blue Archive,Blue Archive,character,나카마사 이치카,仲正イチカ,나카마사 이치카,仲正イチカ,Nakamasa Ichika,"나카마사 이치카,Nakamasa Ichika",Blue Archive,트리니티 종합학원,https://game2cafe.com/블루아카이브-성우-총정리/,"game2cafe.com 학생 목록에서 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web+agent 확인. 仲正=なかまさ
BA_phase_A,Blue Archive,Blue Archive,character,오가타 칸나,尾刃カンナ,오가타 칸나,尾刃カンナ,Ogata Kanna,"오가타 칸나,Ogata Kanna",Blue Archive,발키리 경찰학교,https://gall.dcinside.com/mgallery/board/view/?id=projectmx&no=7769866,"dcinside 블루아카 마이너갤 생일기념 게시물 확인. 한국어명 확인, 일본어 canonical 미확인.",high,accept,new_character,2차 web 직접 확인(Civitai/fandom). 尾刃=おがた(특수 읽기)
BA_phase_A,Blue Archive,Blue Archive,character,佐城トモエ (existing),佐城トモエ,사시로 토모에,佐城トモエ,Sashiro Tomoe,"佐城トモエ,サシロトモエ,Sashiro Tomoe,사시로 토모에,사죠 토모에,Sajo Tomoe",Blue Archive,붉은 겨울 연방학원,https://game2cafe.com/블루아카이브-성우-총정리/,game2cafe.com에서 '사시로 토모에' 표기 확인. 현재 팩은 '사죠 토모에(Sajo Tomoe)'. 佐城의 읽기가 さしろ vs さじょ 어느 것이 공식인지 나무위키 직접 확인 필요.,high,applied,existing_entry_update,"2차 web 확인(NamuWiki URL=사시로). ko 사죠→사시로, en Sajo→Sashiro 수정 반영됨. 구 alias 유지."
BA_phase_A,Blue Archive,Blue Archive,character,鷲見セリナ (existing),鷲見セリナ,스미 세리나,鷲見セリナ,Sumi Serina,"鷲見セリナ,ワシミセリナ,Washimi Serina,Sumi Serina,스미 세리나,와시미 세리나",Blue Archive,트리니티 종합학원,https://game2cafe.com/블루아카이브-성우-총정리/,game2cafe.com에서 '스미 세리나(Sumi Serina)' 표기 확인. 현재 팩은 '와시미 세리나(Washimi Serina)'. 鷲見의 읽기가 すみ vs わしみ 어느 것이 공식인지 나무위키 직접 확인 필요.,high,applied,existing_entry_update,"2차 web 확인(NamuWiki URL=스미). ko 와시미→스미, en Washimi→Sumi 수정 반영됨. 구 alias 유지."
BA_phase_A,Blue Archive,Blue Archive,character,不知火カヤ (school),不知火カヤ,시라누이 카야,不知火カヤ,Shiranui Kaya,"不知火カヤ,カヤ,Shiranui Kaya,Kaya,시라누이 카야",Blue Archive,학교 미확인,,현재 팩에 있으나 game2cafe 학생 목록에 미확인. 소속 학교 파악 필요.,medium,needs_review,existing_entry_update,소속 학원 나무위키 직접 확인 필요. 누락이면 subgroup_or_affiliation 보완.
BA_phase_A,Blue Archive,Blue Archive,character,七神リン (school),七神リン,나나카미 린,七神リン,Nanagami Rin,"七神リン,ナナカミリン,Nanagami Rin,나나카미 린",Blue Archive,학교 미확인,,현재 팩에 있으나 game2cafe 학생 목록에 미확인. 소속 학교 파악 필요.,medium,needs_review,existing_entry_update,소속 학원 나무위키 직접 확인 필요. 누락이면 subgroup_or_affiliation 보완.
BA_phase_A,Blue Archive,Blue Archive,group,便利屋68 (existing),便利屋68,흥신소68,便利屋68,Problem Solver 68,"便利屋68,便利屋 68,흥신소68,흥신소 68,Problem Solver 68,Problem Solver68",Blue Archive,게헨나 학원,,현재 팩에 존재. 기준선 유지.,high,reject,existing_entry_update,이미 팩에 존재. 변경 없음.
BA_phase_A,Blue Archive,Blue Archive,group,티파티,ティーパーティー,티파티,ティーパーティー,Tea Party,"ティーパーティー,티파티,Tea Party",Blue Archive,트리니티 종합학원 / 학생회,https://namu.wiki/w/트리니티 종합학원,"game2cafe 확인, 나무위키 학원 페이지 존재 추정. 구성원: 키리후지 나기사, 미소노 미카.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,정의실현부,正義実現委員会,정의실현부,正義実現委員会,Justice Task Force,"正義実現部,정의실현부,Justice Realization Committee,Justice Task Force",Blue Archive,트리니티 종합학원,,"구성원: 켄사키 츠루기, 하네카와 하스미, 시즈야마 마시로 등.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,보충수업부,補習授業部,보충수업부,補習授業部,Make-Up Work Club,"補習授業部,보충수업부,Supplementary Lessons Club",Blue Archive,트리니티 종합학원,,"구성원: 아지타니 히후미, 우라와 하나코, 시모에 코하루 등.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,세미나,セミナー,세미나,セミナー,Seminar,"セミナー,세미나,Seminar",Blue Archive,밀레니엄 사이언스 스쿨,,"구성원: 하야세 유우카, 우시오 노아, 아케보시 히마리 등.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,게임개발부,ゲーム開発部,게임개발부,ゲーム開発部,Game Development Department,"ゲーム開発部,게임개발부,Game Development Club",Blue Archive,밀레니엄 사이언스 스쿨,,"구성원: 텐도 아리스, 사이바 모모이, 사이바 미도리, 코제키 우이, 카가미 치히로, 오마가리 하레.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,C&C,Cleaning&Clearing,C&C,Cleaning&Clearing,Cleaning & Clearing,"Cleaning&Clearing,C&C,Cleaning & Clearing,클리닝&클리어링",Blue Archive,밀레니엄 사이언스 스쿨,,"구성원: 이치노세 아스나, 각楯카린, 쿠로사키 코유키, 미카모 네루.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,판데모니움 소사이어티,万魔殿,판데모니움 소사이어티,万魔殿,Pandemonium Society,"판데모니움 소사이어티,Pandemonium Society",Blue Archive,게헨나 학원,,"구성원: 하누마 마코토, 나츠메 이로하, 탄가 이부키.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
BA_phase_A,Blue Archive,Blue Archive,group,선도부 (게헨나),風紀委員会,게헨나 선도부,風紀委員会,Prefect Team,"風紀委員会,선도부,Public Morals Committee",Blue Archive,게헨나 학원,,"구성원: 소라사키 히나, 아마우 아코, 시로미 이오리, 히노미야 치나츠.",high,applied,new_group,"Group/entity seeds are selectively allowed for Blue Archive because clubs, committees, and organizations are important search/classification units. This does not imply global group seed expansion."
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,에슈르,에슈르,에슈르,,Ashur,"에슈르,Ashur",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Ashur,high,applied,en_alias_resolved,EN hold 해소. Eshur/Asher 오표기는 alias 등록 금지 가드 유지.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,코미,코미,코미,,Kommy,"코미,Kommy",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Kommy,high,applied,en_alias_resolved,EN hold 해소. Comi 오표기는 alias 등록 금지 가드 유지.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,하이디,하이디,하이디,,Heidi,"하이디,Heidi",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Heidi,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,델리아,델리아,델리아,,Delia,"델리아,Delia",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Delia,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,아라그니아,아라그니아,아라그니아,,Aragnia,"아라그니아,Aragnia",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Aragnia,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,리코타,리코타,리코타,,Ricotta,"리코타,Ricotta",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 및 NamuWiki 영문 표기 확인: Ricotta,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,시저,시저,시저,,Caesar,"시저,Caesar",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Caesar,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,헤일리,헤일리,헤일리,,Haley,"헤일리,헤일리(멀쩡),Haley,ヘイリー",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Haley. JA ヘイリー 기존 유지.,high,applied,en_alias_resolved,EN hold 해소.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,다야,다야,다야,,Daya,"다야,Daya",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Daya,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,이프리트,이프리트,이프리트,,Ifrit,"이프리트,Ifrit",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Ifrit,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,마에스트로 2호,마에스트로 2호,마에스트로 2호,,Maestro MK2,"마에스트로 2호,Maestro MK2",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Maestro MK2,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,림,림,림,,Rim,"림,Rim",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Rim,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,스피키,스피키,스피키,,Speaki,"스피키,Speaki",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Speaki,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,벨벳,벨벳,벨벳,,Velvet,"벨벳,Velvet",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Velvet,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,빅우드,빅우드,빅우드,,Bigwood,"빅우드,Bigwood",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Bigwood,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,제이드,제이드,제이드,,Jade,"제이드,Jade",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Jade,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,벨리타,벨리타,벨리타,,Belita,"벨리타,Belita",Trickcal Re:VIVE,,https://prydwen.gg/trickcal/characters/,prydwen.gg 영문 표기 확인: Belita,high,applied,en_alias_resolved,KR-only EN 확인.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,실라,실라,실라,,,실라,Trickcal Re:VIVE,,,EN 표기 미확인. prydwen.gg 목록 부재.,low,needs_review,en_alias_hold,EN 확인되면 추가 예정.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,벨라,벨라,벨라,,,벨라,Trickcal Re:VIVE,,,EN 표기 미확인. prydwen.gg 목록 부재.,low,needs_review,en_alias_hold,EN 확인되면 추가 예정.
TR_phase_B,Trickcal Re:VIVE,Trickcal Re:VIVE,character,교주,교주,교주,,,교주,Trickcal Re:VIVE,,,EN 표기 미확인. 일반명사 충돌 위험(교주=종교 지도자). parent_series 로 disambiguation 보장.,low,needs_review,en_alias_hold,EN 확인되면 추가 예정.
GI_phase_C1,Genshin Impact,Genshin Impact,character,Hu Tao,Hu Tao,호두,胡桃,Hu Tao,"Hu Tao,胡桃,호두",Genshin Impact,,https://genshin-impact.fandom.com/wiki/Hu_Tao,Genshin 공식 EN/KO/JA 표기 일치. 나무위키 확인.,high,applied,new_character,EN canonical. KO=호두(胡桃 한국어 음).
GI_phase_C1,Genshin Impact,Genshin Impact,character,Keqing,Keqing,각청,刻晴,Keqing,"Keqing,刻晴,각청",Genshin Impact,,https://genshin-impact.fandom.com/wiki/Keqing,공식 한국어 클라이언트 표기 확인. 刻=각 晴=청.,high,applied,new_character,EN canonical.
GI_phase_C1,Genshin Impact,Genshin Impact,character,Ganyu,Ganyu,감우,甘雨,Ganyu,"Ganyu,甘雨,감우",Genshin Impact,,https://genshin-impact.fandom.com/wiki/Ganyu,공식 한국어 클라이언트 표기 확인. 甘=감 雨=우.,high,applied,new_character,EN canonical.
GI_phase_C1,Genshin Impact,Genshin Impact,character,Zhongli,Zhongli,종리,鍾離,Zhongli,"Zhongli,鍾離,종리",Genshin Impact,,https://genshin-impact.fandom.com/wiki/Zhongli,공식 한국어 클라이언트 표기 확인. 鍾=종 離=리.,high,applied,new_character,EN canonical.
